-4,-4,Intro,D# Major,1,M,5,M,4,M,4,sus2,0,0,0,0,0,0,0,0
-4,-3,Verse,D# Major,1,M,5,M,6,m7th,4,sus2,1,M,5,M,4,M,4,sus2
-4,1,Bridge,D# Major,6,m7th,5,M,4,sus2,1,M,6,m7th,2,sus4,4,sus2,5,M
-5,-4,Chorus,D# Major,1,M,5,M,6,m7th,3,m7th,4,M,1,M,4,M,5,M
-5,-4,Bridge,D# Major,6,m7th,5,sus4,4,M,1,M,6,m7th,2,sus4,4,M,5,M
-3,1,Bridge,D# Major,6,m,4,M,1,M,5,M,0,0,0,0,0,0,0,0
-3,-1,Outro,D# Major,1,M,5,M,6,m,5,M,4,M,1,M,4,sus2,5,M
